OrderID;Date;CustomerID;ProdNumber;Quantity
254;20/02/20;678;DK204;4
255;21/02/20;1950;EB519;4
256;21/02/20;1946;RS704;5
257;21/02/20;1480;DK207;2
258;21/02/20;1647;BP107;3
259;21/02/20;1578;BP105;3
260;21/02/20;1226;DK209;5
261;21/02/20;1204;TV811;5
262;21/02/20;198;BP108;5
263;21/02/20;340;TV801;3
264;22/02/20;1006;BP106;4
265;24/02/20;497;BP110;2
266;24/02/20;2101;EB519;2
267;24/02/20;1454;DK201;1
268;24/02/20;2099;RK604;2
269;24/02/20;28;TV808;2
270;24/02/20;146;TV812;1
271;25/02/20;813;DS304;2
272;25/02/20;1603;EB519;1
273;25/02/20;505;EB520;3
274;25/02/20;119;RS703;3
275;25/02/20;1421;EB511;3
276;25/02/20;1959;EB509;5
277;25/02/20;1863;RK607;3
278;25/02/20;680;EB521;1
279;25/02/20;1742;BP105;4
280;25/02/20;1608;BP107;3
281;26/02/20;607;EB512;3
282;26/02/20;1802;DK206;3
283;26/02/20;1500;EB514;4
284;26/02/20;1911;EB520;5
285;26/02/20;915;TV807;5
286;26/02/20;653;EB508;2
287;27/02/20;1187;RK602;4
288;27/02/20;580;TV804;4
289;28/02/20;133;EB511;5
290;28/02/20;1334;RS707;3
291;28/02/20;522;EB519;4
292;28/02/20;1851;EB502;4
293;28/02/20;705;DS305;4
294;29/02/20;363;EB518;1
295;29/02/20;599;RS703;5
296;01/03/20;1474;DK204;3
297;01/03/20;1309;BP105;4
298;01/03/20;1258;RS703;3
299;01/03/20;1565;EB511;3
300;01/03/20;358;RK603;2
301;02/03/20;2041;RK602;4
302;02/03/20;2022;DS303;4
303;02/03/20;1688;TV804;2
304;02/03/20;1223;EB506;2
305;02/03/20;1712;DK205;5
306;02/03/20;423;DK202;2
307;02/03/20;1711;BP110;2
308;02/03/20;912;BP109;5
309;02/03/20;1570;DS304;4
310;03/03/20;1726;RK605;3
311;03/03/20;981;TV805;2
312;03/03/20;1884;RS706;5
313;03/03/20;1289;EB506;3
314;03/03/20;1209;TV812;3
315;03/03/20;404;RS702;1
316;03/03/20;1102;RS703;3
317;03/03/20;1520;DS302;3
318;03/03/20;2045;EB508;4
319;04/03/20;1445;DK208;1
320;04/03/20;183;EB513;5
321;04/03/20;1923;BP108;2
322;05/03/20;1880;TV808;4
323;06/03/20;321;DK204;3
324;06/03/20;902;DK202;2
325;06/03/20;281;EB513;1
326;07/03/20;6;BP107;5
327;07/03/20;1909;TV806;4
328;07/03/20;1582;DS301;5
329;07/03/20;1374;RK602;5
330;08/03/20;1694;RK603;2
331;08/03/20;1223;RS705;1
332;08/03/20;1648;DS302;5
333;08/03/20;1783;EB506;5
334;09/03/20;1078;TV805;6
335;09/03/20;1149;DS307;1
336;09/03/20;1238;TV813;3
337;09/03/20;1193;EB507;6
338;09/03/20;797;RK602;4
339;09/03/20;134;RS702;3
340;10/03/20;460;TV804;1
341;10/03/20;1072;BP101;3
342;10/03/20;760;EB506;2
343;10/03/20;331;RK604;4
344;11/03/20;426;BP108;4
345;11/03/20;1073;RK605;3
346;11/03/20;1899;BP110;3
347;12/03/20;1025;EB501;3
348;12/03/20;2061;BP108;2
349;12/03/20;1523;RS704;3
350;12/03/20;508;RK606;2
351;13/03/20;200;RS706;4
352;13/03/20;2090;DS306;5
353;13/03/20;1847;RS703;2
354;13/03/20;1502;DS302;5
355;13/03/20;1850;BP110;4
356;14/03/20;2044;TV812;3
357;14/03/20;1203;RK604;5
358;14/03/20;187;TV802;5
359;15/03/20;380;EB514;1
360;15/03/20;141;DK209;4
361;15/03/20;670;BP104;1
362;15/03/20;2079;BP110;4
363;15/03/20;430;RK604;2
364;16/03/20;274;RS707;4
365;16/03/20;2114;RK603;3
366;16/03/20;675;RS705;3
367;17/03/20;1503;RS705;3
368;17/03/20;798;EB508;3
369;17/03/20;488;TV806;5
370;17/03/20;1573;DS307;5
371;17/03/20;2088;BP105;6
372;17/03/20;1714;EB504;2
373;18/03/20;1291;BP110;1
374;18/03/20;445;BP110;6
375;18/03/20;2103;RS702;3
376;18/03/20;1778;EB517;3
377;19/03/20;1092;BP102;3
378;19/03/20;686;DK208;4
379;20/03/20;372;EB505;3
380;20/03/20;1935;RS703;5
381;20/03/20;1446;BP109;4
382;21/03/20;19;RK607;5
383;21/03/20;1907;TV805;3
384;21/03/20;1111;BP110;4
385;21/03/20;940;BP104;6
386;21/03/20;2077;DK206;4
387;22/03/20;724;TV809;4
388;22/03/20;22;RK603;5
389;22/03/20;479;EB511;5
390;22/03/20;966;BP110;1
391;22/03/20;1307;BP102;4
392;22/03/20;1648;DK207;4
393;23/03/20;1645;TV808;5
394;23/03/20;1539;EB503;4
395;23/03/20;114;EB506;4
396;23/03/20;187;BP107;1
397;24/03/20;1894;EB503;3
398;24/03/20;551;TV807;4
399;24/03/20;1695;DK206;5
400;24/03/20;71;TV808;4
401;24/03/20;173;DK202;3
402;25/03/20;354;DS301;2
403;25/03/20;252;DK202;4
404;26/03/20;1256;BP101;2
405;26/03/20;170;DK203;5
406;26/03/20;2115;DS307;1
407;27/03/20;682;TV813;3
408;27/03/20;630;BP110;2
409;27/03/20;735;EB514;6
410;27/03/20;897;BP108;1
411;27/03/20;1147;RK606;3
412;27/03/20;1420;TV804;3
413;28/03/20;1135;RS707;5
414;28/03/20;356;DS306;5
415;28/03/20;1254;EB504;4
416;29/03/20;1566;EB505;5
417;29/03/20;507;TV811;1
418;29/03/20;905;TV804;4
419;29/03/20;1709;RS707;3
420;29/03/20;420;TV810;4
421;30/03/20;319;TV806;2
422;30/03/20;2088;DK208;2
423;30/03/20;18;DS302;3
424;31/03/20;1559;DK201;3
425;31/03/20;415;EB514;2
426;31/03/20;723;EB514;4
427;01/04/20;1749;BP110;3
428;01/04/20;1503;RS703;2
429;01/04/20;406;DK207;1
430;01/04/20;635;DK208;3
431;01/04/20;231;BP110;3
432;01/04/20;1303;TV810;1
433;01/04/20;553;EB518;1
434;01/04/20;1041;EB504;5
435;01/04/20;400;DS307;5
436;01/04/20;1737;EB513;5
437;02/04/20;1010;TV803;3
438;02/04/20;211;RS704;5
439;02/04/20;1355;TV805;4
440;03/04/20;763;DK203;6
441;03/04/20;1714;BP101;5
442;03/04/20;1389;BP105;3
443;03/04/20;1416;DS302;4
444;03/04/20;1972;EB511;2
445;03/04/20;779;RK602;3
446;03/04/20;1110;EB516;4
447;03/04/20;209;TV802;1
448;03/04/20;472;DK209;4
449;03/04/20;2067;RK605;1
450;03/04/20;190;EB505;5
451;03/04/20;562;DS305;5
452;03/04/20;107;DS302;3
453;04/04/20;1418;RS702;2
454;04/04/20;1815;EB505;3
455;04/04/20;303;DK205;3
456;04/04/20;480;EB513;4
457;05/04/20;1365;DK206;2
458;05/04/20;848;BP101;4
459;05/04/20;979;DK205;2
460;05/04/20;756;TV809;5
461;05/04/20;20;RK607;6
462;05/04/20;1378;TV802;2
463;05/04/20;1059;RS704;3
464;06/04/20;1315;BP110;4
465;06/04/20;631;BP104;6
466;06/04/20;735;DS304;2
467;06/04/20;403;EB519;4
468;06/04/20;1420;EB516;3
469;07/04/20;385;BP105;5
470;07/04/20;1101;DS301;5
471;07/04/20;1869;EB518;3
472;07/04/20;345;RK602;5
473;07/04/20;335;EB520;5
474;07/04/20;1209;TV810;2
475;07/04/20;1173;TV811;4
476;07/04/20;314;EB507;3
477;08/04/20;98;EB513;6
478;09/04/20;1676;EB504;5
479;09/04/20;962;RS706;2
480;09/04/20;2005;EB509;3
481;09/04/20;8;TV805;5
482;09/04/20;2109;DK205;3
483;10/04/20;1070;DK208;2
484;10/04/20;1388;DK208;3
485;10/04/20;1255;BP107;4
486;10/04/20;321;EB511;4
487;10/04/20;1175;TV802;3
488;11/04/20;1370;EB506;4
489;11/04/20;1078;RS703;2
490;11/04/20;820;EB501;5
491;11/04/20;1684;EB506;3
492;12/04/20;373;EB502;2
493;13/04/20;763;EB507;4
494;13/04/20;1317;RS702;3
495;13/04/20;1006;TV806;5
496;14/04/20;1407;DK203;5
497;14/04/20;242;DS307;4
498;14/04/20;1153;DK205;5
499;14/04/20;149;RS706;4
500;15/04/20;1533;EB506;3
501;15/04/20;1933;BP106;4
502;16/04/20;1547;TV801;3
503;16/04/20;449;BP107;5
504;16/04/20;1304;EB505;1
505;16/04/20;1503;EB507;3
506;16/04/20;1840;RS703;4
507;16/04/20;1654;RK603;2
508;17/04/20;551;TV810;3
509;17/04/20;1733;BP108;2
510;17/04/20;1115;RK607;3
511;17/04/20;729;BP101;5
512;18/04/20;1975;RK607;3
513;18/04/20;544;TV802;3
514;18/04/20;534;EB502;3
515;19/04/20;1860;DK208;1
516;19/04/20;1615;TV802;5
517;20/04/20;1964;DK208;5
518;20/04/20;530;EB511;4
519;20/04/20;355;EB509;3
520;20/04/20;1332;DK204;6
521;20/04/20;133;EB513;3
522;21/04/20;1231;EB514;3
523;21/04/20;423;RK603;1
524;21/04/20;492;DS301;3
525;22/04/20;99;EB502;3
526;22/04/20;1463;RK606;2
527;22/04/20;1335;DS303;2
528;23/04/20;12;TV807;5
529;23/04/20;1818;RS702;2
530;23/04/20;897;EB503;1
531;24/04/20;743;DS301;5
532;24/04/20;493;BP107;3
533;24/04/20;1732;EB516;5
534;24/04/20;485;BP108;5
535;25/04/20;525;EB504;3
536;25/04/20;868;TV812;4
537;25/04/20;344;BP101;4
538;25/04/20;206;BP102;2
539;25/04/20;1315;EB506;3
540;25/04/20;1371;RS702;5
541;25/04/20;422;RS707;3
542;26/04/20;1398;DS305;4
543;26/04/20;1561;TV809;3
544;26/04/20;1741;EB508;4
545;27/04/20;1565;BP101;4
546;28/04/20;1911;EB517;4
547;28/04/20;1328;BP110;2
548;29/04/20;810;EB511;5
549;29/04/20;659;EB517;2
550;29/04/20;372;TV806;3
551;29/04/20;740;RK604;3
552;29/04/20;1734;BP107;6
553;30/04/20;1116;TV801;6
554;30/04/20;954;RK607;3
555;30/04/20;1837;BP104;5
556;30/04/20;1660;RS705;3
557;30/04/20;720;EB517;4
558;01/05/20;943;BP110;2
559;01/05/20;1846;DK208;2
560;02/05/20;1809;DS305;2
561;03/05/20;1249;BP105;2
562;03/05/20;794;BP110;2
563;03/05/20;1670;EB520;4
564;03/05/20;236;BP106;2
565;04/05/20;1733;DK207;4
566;04/05/20;505;DS301;2
567;04/05/20;1099;DK203;4
568;04/05/20;1743;BP106;4
569;04/05/20;2042;DK202;2
570;04/05/20;1209;BP106;6
571;05/05/20;1163;EB507;5
572;05/05/20;189;EB519;3
573;05/05/20;265;TV806;2
574;05/05/20;636;TV809;3
575;06/05/20;635;BP101;2
576;06/05/20;1923;BP110;4
577;06/05/20;775;TV809;5
578;06/05/20;584;BP109;1
579;07/05/20;1635;BP107;2
580;07/05/20;661;DK208;5
581;07/05/20;1300;EB514;3
582;07/05/20;1877;TV804;2
583;07/05/20;545;DK203;2
584;08/05/20;1806;BP106;2
585;08/05/20;1326;DK209;1
586;08/05/20;2104;BP109;3
587;08/05/20;1291;TV808;3
588;08/05/20;543;BP109;5
589;08/05/20;2039;BP101;3
590;08/05/20;890;EB511;4
591;08/05/20;308;EB509;4
592;08/05/20;1801;DS306;1
593;08/05/20;1201;RS704;5
594;09/05/20;106;EB516;4
595;09/05/20;1944;BP109;4
596;09/05/20;95;BP106;2
597;09/05/20;1461;BP110;3
598;09/05/20;1125;RK604;2
599;09/05/20;1741;DS303;3
600;09/05/20;1175;EB516;3
601;09/05/20;1909;DS303;3
602;09/05/20;2100;BP110;2
603;09/05/20;520;RK605;5
604;10/05/20;874;RK606;5
605;10/05/20;633;TV804;2
606;10/05/20;600;EB519;3
607;10/05/20;225;DS307;6
608;11/05/20;340;EB520;3
609;11/05/20;279;BP105;3
610;11/05/20;1934;TV803;2
611;11/05/20;158;EB517;3
612;11/05/20;2057;TV806;2
613;12/05/20;1098;DK202;3
614;12/05/20;1685;TV807;4
615;12/05/20;1551;EB506;3
616;13/05/20;1996;EB506;5
617;13/05/20;970;RK603;1
618;13/05/20;717;DK201;3
619;13/05/20;400;TV807;4
620;13/05/20;1069;BP106;2
621;13/05/20;790;EB513;5
622;13/05/20;1299;RS703;4
623;14/05/20;954;BP109;2
624;14/05/20;656;RS704;3
625;14/05/20;1343;EB519;4
626;14/05/20;2045;DS307;1
627;14/05/20;590;RK605;2
628;14/05/20;893;DK206;5
629;14/05/20;1603;TV811;1
630;15/05/20;95;TV808;4
631;15/05/20;1623;BP101;3
632;15/05/20;755;EB513;5
633;15/05/20;71;RK606;2
634;16/05/20;1885;RS703;3
635;16/05/20;710;DK209;5
636;16/05/20;451;TV806;3
637;16/05/20;1086;DS301;6
638;16/05/20;1731;DS302;4
639;16/05/20;1091;DK201;3
640;17/05/20;1900;BP110;4
641;17/05/20;1687;DS305;5
642;17/05/20;2120;TV807;4
643;17/05/20;1875;DK209;2
644;17/05/20;330;TV804;5
645;17/05/20;848;EB520;5
646;17/05/20;868;DK202;3
647;18/05/20;1850;RS704;6
648;18/05/20;1424;TV812;3
649;18/05/20;1425;BP110;3
650;18/05/20;1797;EB516;3
651;19/05/20;1355;DS307;3
652;19/05/20;2109;DS304;2
653;19/05/20;1132;DK201;3
654;19/05/20;1004;RS705;5
655;19/05/20;1812;TV803;2
656;19/05/20;2095;DK206;1
657;19/05/20;1102;BP109;3
658;19/05/20;782;TV802;4
659;19/05/20;1953;DS303;4
660;20/05/20;1036;DS307;5
661;20/05/20;2016;RK602;3
662;20/05/20;1241;RS703;5
663;20/05/20;1114;BP110;4
664;20/05/20;1119;EB514;6
665;20/05/20;1518;EB512;5
666;21/05/20;565;RS703;2
667;21/05/20;946;TV802;1
668;21/05/20;875;BP110;4
669;21/05/20;1682;RK602;5
670;21/05/20;1861;DK204;6
671;22/05/20;285;EB521;1
672;22/05/20;1273;EB504;3
673;22/05/20;810;BP106;4
674;22/05/20;80;TV804;2
675;23/05/20;1108;DS304;2
676;23/05/20;1063;TV810;2
677;23/05/20;698;TV802;1
678;23/05/20;582;DS306;4
679;23/05/20;1726;TV808;3
680;24/05/20;1840;EB508;4
681;24/05/20;517;DK205;2
682;24/05/20;1454;DK207;1
683;24/05/20;522;RS703;2
684;24/05/20;854;DK205;4
685;25/05/20;946;DK207;1
686;25/05/20;1974;RS703;4
687;25/05/20;2123;TV805;5
688;26/05/20;1430;DK203;3
689;26/05/20;1982;EB502;4
690;26/05/20;454;EB521;4
691;26/05/20;440;DK207;5
692;26/05/20;801;EB506;3
693;26/05/20;479;BP110;3
694;27/05/20;1599;DS307;2
695;27/05/20;1021;RK606;5
696;27/05/20;1090;DK208;4
697;27/05/20;1581;EB507;3
698;28/05/20;595;RK602;3
699;28/05/20;1635;DK202;4
700;28/05/20;1337;EB520;4
701;28/05/20;658;TV801;5
702;29/05/20;164;EB520;4
703;29/05/20;1525;EB503;5
704;29/05/20;471;TV808;3
705;29/05/20;406;TV804;3
706;29/05/20;730;DS304;3
707;30/05/20;517;EB503;2
708;30/05/20;1083;DS301;2
709;30/05/20;1863;TV807;4
710;30/05/20;845;BP102;4
711;30/05/20;414;DK205;4
712;30/05/20;1415;DS305;5
713;30/05/20;1780;DS305;4
714;30/05/20;1253;RK607;3
715;30/05/20;925;DS302;2
716;31/05/20;1206;RS703;4
717;31/05/20;1837;TV813;4
718;31/05/20;2074;TV806;5
719;31/05/20;126;EB516;4
720;01/06/20;774;BP102;3
721;01/06/20;1853;DK209;3
722;01/06/20;1608;EB508;5
723;01/06/20;125;RK604;2
724;01/06/20;1003;DK205;5
725;02/06/20;1646;TV812;3
726;02/06/20;1292;TV813;2
727;02/06/20;1457;BP109;4
728;02/06/20;1029;DK209;5
729;02/06/20;131;DS304;4
730;02/06/20;2119;TV810;4
731;02/06/20;514;RS702;1
732;02/06/20;672;DK202;2
733;02/06/20;1318;TV802;1
734;02/06/20;1461;RS705;3
735;02/06/20;1912;EB504;4
736;03/06/20;1409;EB513;4
737;03/06/20;24;BP107;5
738;03/06/20;1851;TV810;1
739;03/06/20;875;EB505;4
740;04/06/20;1688;EB507;5
741;04/06/20;325;DK202;6
742;04/06/20;201;TV808;2
743;05/06/20;344;RK607;6
744;05/06/20;1641;EB512;3
745;05/06/20;48;EB502;4
746;05/06/20;74;EB503;4
747;05/06/20;1777;DK209;6
748;06/06/20;1782;DS306;2
749;06/06/20;1378;EB506;3
750;07/06/20;214;EB513;4
751;07/06/20;1326;EB502;2
752;07/06/20;587;RS706;3
753;07/06/20;1484;DK203;5
754;07/06/20;783;EB512;6
755;08/06/20;282;EB507;5
756;08/06/20;1485;DS305;5
757;08/06/20;635;TV809;2
758;08/06/20;334;BP104;6
759;09/06/20;1072;DS305;4
760;09/06/20;326;RS705;6
761;09/06/20;163;TV804;3
762;09/06/20;1408;EB503;1
763;09/06/20;968;EB508;3
764;09/06/20;422;TV808;4
765;10/06/20;1617;EB507;5
766;10/06/20;1275;BP106;2
767;10/06/20;295;EB511;3
768;10/06/20;626;TV803;4
769;11/06/20;1984;EB506;4
770;11/06/20;2034;DK207;4
771;11/06/20;889;EB501;1
772;11/06/20;1004;DK209;5
773;12/06/20;1624;EB518;3
774;13/06/20;1236;RK605;3
775;13/06/20;1793;TV801;5
776;13/06/20;1016;EB509;4
777;14/06/20;279;DK205;2
778;14/06/20;1926;TV813;6
779;15/06/20;1398;BP109;2
780;15/06/20;1571;TV806;3
781;15/06/20;1404;RK606;6
782;16/06/20;976;BP110;4
783;16/06/20;1638;BP108;4
784;16/06/20;513;TV812;3
785;16/06/20;741;DK207;3
786;16/06/20;710;RK602;3
787;16/06/20;871;EB520;4
788;17/06/20;976;TV811;6
789;17/06/20;1195;TV811;4
790;17/06/20;181;EB509;4
791;18/06/20;852;RK604;3
792;18/06/20;1722;RK605;5
793;19/06/20;1944;DK207;4
794;19/06/20;1310;DK204;4
795;19/06/20;1521;EB511;4
796;19/06/20;6;DK205;3
797;19/06/20;1034;TV812;2
798;19/06/20;1607;BP108;1
799;19/06/20;699;BP105;6
800;20/06/20;642;RK604;3
801;20/06/20;795;TV811;2
802;20/06/20;200;DS305;2
803;20/06/20;327;DK203;4
804;20/06/20;1763;EB518;5
805;21/06/20;152;DS303;5
806;21/06/20;1508;TV813;1
807;21/06/20;1389;DS301;3
808;22/06/20;1220;DK204;4
809;22/06/20;651;RK606;6
810;22/06/20;128;RS705;4
811;22/06/20;897;DS303;2
812;22/06/20;1713;DK201;5
813;22/06/20;1775;EB518;1
814;23/06/20;739;TV803;2
815;23/06/20;1929;BP104;3
816;23/06/20;380;DK208;3
817;23/06/20;1332;EB506;3
818;23/06/20;463;RK603;4
819;24/06/20;1707;BP107;3
820;24/06/20;56;TV805;1
821;25/06/20;1852;RK605;3
822;25/06/20;669;DK208;5
823;25/06/20;2001;DK203;4
824;25/06/20;510;RS702;4
825;25/06/20;651;DK205;5
826;25/06/20;643;EB520;5
827;25/06/20;310;BP102;4
828;26/06/20;1075;RS703;3
829;26/06/20;1645;BP107;5
830;26/06/20;775;TV804;6
831;26/06/20;155;RS703;2
832;27/06/20;1084;EB512;4
833;27/06/20;1069;DS302;4
834;27/06/20;485;DK206;4
835;28/06/20;1859;DS305;3
836;28/06/20;886;BP109;4
837;28/06/20;361;BP106;3
838;28/06/20;240;RK607;4
839;28/06/20;800;BP101;4
840;29/06/20;523;RK602;4
841;30/06/20;1851;EB505;3
842;30/06/20;217;RK604;5
